0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Subject,mean_lo_percent
0.288362139,0.290777196,0.293175151,0.295507761,0.297785811,0.299986148,0.302083231,0.304111797,0.305990283,0.30780765,0.309451147,0.311020315,0.312414357,0.3136992,0.314817619,0.315775964,0.31658141,0.317179158,0.317617379,0.317825223,0.317854378,0.317642679,0.317233072,0.316600749,0.315768685,0.314738934,0.313520567,0.312143171,0.310626224,0.308997063,0.307278887,0.305512316,0.303714681,0.301929391,0.300175361,0.298486254,0.296884235,0.29537912,0.294001499,0.29274547,0.291624603,0.290637637,0.289777116,0.28903351,0.288393379,0.287839897,0.287354406,0.286913416,0.28650311,0.286096183,0.285683503,0.285236657,0.284751597,0.284212334,0.283618559,0.282961642,0.282248562,0.281476079,0.280658404,0.279798722,0.278917194,0.27801583,0.27711967,0.276229311,0.275368936,0.274536429,0.273748975,0.273007362,0.272316133,0.271673498,0.271084254,0.270538526,0.270038505,0.269578321,0.26915239,0.268764775,0.268406166,0.268091292,0.267809871,0.267586451,0.267412822,0.267326351,0.26731526,0.267427372,0.267641988,0.268023342,0.268539677,0.269243646,0.270134455,0.271197721,0.272506426,0.273944874,0.275670266,0.277496436,0.279593289,0.281800903,0.284198898,0.286736302,0.289380787,0.292178565,0.295019184,4,33.74498533
0.138787363,0.140249923,0.141678318,0.143052005,0.144339581,0.145486713,0.146475458,0.147293171,0.147908819,0.148313026,0.148508672,0.148494872,0.148292998,0.147934658,0.147441572,0.14684673,0.146178821,0.14547322,0.144752193,0.144033373,0.143328568,0.142651631,0.14199541,0.141351956,0.140714836,0.140072497,0.139411792,0.138716086,0.137978963,0.137192407,0.136349873,0.135441458,0.134478296,0.133459182,0.132385581,0.13126771,0.130116757,0.128943669,0.127753348,0.126561722,0.125384651,0.124234544,0.123120474,0.122053399,0.121045866,0.120104722,0.119232911,0.118434533,0.117707839,0.117053027,0.116456595,0.115927516,0.115444104,0.115005294,0.114601441,0.114230169,0.113885402,0.113565739,0.113268486,0.112998353,0.112762494,0.112564776,0.112409637,0.112303904,0.112260819,0.112282358,0.112379408,0.112550503,0.112800435,0.11312652,0.113522507,0.113993548,0.114523617,0.115099226,0.115713364,0.116350367,0.117003914,0.117658253,0.118307627,0.118942629,0.119566353,0.12018138,0.120793201,0.121412198,0.122051348,0.122728744,0.123467779,0.12427514,0.125164958,0.126152012,0.127247186,0.128430537,0.129702626,0.131048832,0.132437031,0.133837486,0.135220878,0.136533624,0.137740923,0.138823427,0.139757821,6,43.20555595
0.30060572,0.303630545,0.306646828,0.309453857,0.312236935,0.314730714,0.317180002,0.319278217,0.321307661,0.322940538,0.324477737,0.325587993,0.326574322,0.327118912,0.327512058,0.327466205,0.327245442,0.326608368,0.325781525,0.324582372,0.323192345,0.321494182,0.319622319,0.317522206,0.315286248,0.312909986,0.310455391,0.307946326,0.305431975,0.302940155,0.300515565,0.298176659,0.295967195,0.293886275,0.291978198,0.290218107,0.288649988,0.2872266,0.28598879,0.284874004,0.28391607,0.283047702,0.282292008,0.281588346,0.280946775,0.280322718,0.279713072,0.279094714,0.278453763,0.277788938,0.27708012,0.276342604,0.275557833,0.274749452,0.273906651,0.273051305,0.272184251,0.27132014,0.270470937,0.269641808,0.268852868,0.26810022,0.267407936,0.266765311,0.266196119,0.265686013,0.265254977,0.264888307,0.26459995,0.26437768,0.264228555,0.264144899,0.264127275,0.264173819,0.264279874,0.264449979,0.264675871,0.264969731,0.265317919,0.265744144,0.266226895,0.266804697,0.267443656,0.268202026,0.269026753,0.27000132,0.271045915,0.272273685,0.273571742,0.275084275,0.276662728,0.278478609,0.280351189,0.282468819,0.284629983,0.287021716,0.289441838,0.292050357,0.294672896,0.297410499,0.300151663,8,31.73401535
0.337800195,0.339364765,0.340917639,0.342359559,0.34376546,0.345021431,0.346201074,0.347196692,0.348058648,0.348714289,0.34916445,0.349403713,0.349358009,0.34911692,0.34851622,0.347752061,0.346576462,0.345276094,0.343554472,0.341727348,0.339553284,0.337281479,0.334760838,0.332166913,0.329435754,0.326671436,0.323882545,0.321117628,0.318422405,0.315824164,0.313356072,0.311066115,0.308931883,0.30705182,0.305330331,0.303903652,0.302640388,0.301650092,0.300826215,0.300232027,0.299784222,0.299510573,0.299347515,0.299297068,0.299312845,0.299381711,0.299470445,0.299562344,0.299632557,0.299670881,0.299656753,0.299589306,0.299456611,0.299267961,0.299021542,0.298728378,0.298397652,0.298042072,0.297676147,0.297315858,0.296973486,0.296670635,0.296409863,0.296220982,0.296089862,0.296058317,0.296088469,0.296237498,0.296451454,0.296777794,0.297176916,0.297666058,0.298233728,0.298865881,0.299577316,0.300329046,0.301157471,0.302010148,0.3029286,0.303864406,0.304857461,0.305865254,0.306926093,0.308002233,0.309132924,0.310283986,0.311492188,0.312731032,0.314032532,0.315379927,0.316795041,0.31827776,0.319830071,0.321477648,0.323191699,0.325031707,0.326928505,0.328979048,0.331070039,0.333329951,0.335609603,10,30.57775861
0.234944404,0.237629433,0.240362374,0.24334097,0.246381785,0.249545184,0.252733348,0.255935417,0.259060261,0.262126053,0.264945635,0.267667629,0.269954196,0.272098538,0.27368428,0.275030122,0.275822932,0.276245205,0.276189766,0.275655415,0.27478136,0.273372357,0.27172679,0.26966401,0.267428509,0.26492783,0.262326485,0.259629191,0.256917832,0.254240713,0.251650637,0.249171607,0.246863283,0.244712697,0.242762599,0.240988608,0.239412656,0.237994285,0.236745911,0.235631158,0.234621012,0.233721201,0.232876141,0.232091529,0.231335713,0.230607197,0.229892825,0.229190834,0.228501185,0.227825214,0.227169625,0.226542818,0.225950262,0.225401106,0.224899769,0.224453472,0.224065073,0.223735233,0.223467167,0.223252881,0.223096436,0.222983203,0.222919522,0.222881149,0.222880468,0.222893379,0.222926687,0.22296643,0.223015887,0.223067013,0.2231242,0.223183137,0.223249833,0.223324205,0.223409569,0.223514329,0.223633696,0.223785937,0.2239569,0.224171549,0.224407946,0.224695849,0.225011975,0.225371174,0.225767887,0.226196706,0.226667486,0.227158818,0.227693898,0.228241349,0.228830127,0.229429824,0.230067988,0.230724327,0.231416781,0.232145221,0.232908956,0.233738713,0.234600324,0.235571237,0.236563117,12,30.55538095
0.158663301,0.159967695,0.161314002,0.162736089,0.164219634,0.165734426,0.167302864,0.168893778,0.170511457,0.172158085,0.173823051,0.175509391,0.177217844,0.178939284,0.180670515,0.18240436,0.184126099,0.185816931,0.187466787,0.189039505,0.190517524,0.191883006,0.193085437,0.19411773,0.194958661,0.195573287,0.195962981,0.196118283,0.196014637,0.195704635,0.195141748,0.194382184,0.193449524,0.192350729,0.191146968,0.189845767,0.188494227,0.187125842,0.185775937,0.184461399,0.183219396,0.182057368,0.180989853,0.180035241,0.179168138,0.178408662,0.17773292,0.177132955,0.176589633,0.17608195,0.175599307,0.175117696,0.174625833,0.17410892,0.173559677,0.172966166,0.172332756,0.171651225,0.170938402,0.170189715,0.169415044,0.16863363,0.167836964,0.167056672,0.166287626,0.165548888,0.164845662,0.164184463,0.163577064,0.163021473,0.162535366,0.162108706,0.161762878,0.161488698,0.161293828,0.161181838,0.161148131,0.161200234,0.161325553,0.161530016,0.161800394,0.16212752,0.162502562,0.1629044,0.163328265,0.163747896,0.164148694,0.16452463,0.164839375,0.165103695,0.165304506,0.165419655,0.165489151,0.165481563,0.165437413,0.165367685,0.165299381,0.16525415,0.165272125,0.165399138,0.165590275,14,39.2094276
0.173248053,0.174792794,0.17642298,0.17814074,0.179963823,0.181818057,0.18369473,0.185545933,0.187349958,0.189092015,0.19069607,0.192173616,0.193524939,0.194685517,0.195677404,0.196526081,0.197198798,0.197722513,0.198129131,0.198414954,0.198606589,0.198724089,0.19877029,0.198761646,0.198703051,0.198586006,0.198415364,0.198178169,0.197857612,0.197459908,0.196956355,0.196337909,0.195619648,0.194780002,0.193821747,0.192773576,0.191629267,0.190408703,0.189146391,0.187849527,0.186552327,0.185274647,0.184035401,0.182868405,0.18176917,0.180762801,0.179858186,0.17903959,0.178327255,0.177700342,0.177145146,0.176666812,0.176235084,0.175839689,0.175471075,0.175112005,0.174750173,0.17437821,0.173991116,0.173578765,0.173140485,0.172679588,0.172192948,0.1716816,0.171154831,0.170612526,0.170058121,0.169501633,0.168943036,0.168389919,0.167847378,0.167317299,0.166810435,0.166325179,0.165868195,0.165447192,0.165057897,0.164711282,0.16440836,0.164144533,0.163934211,0.163769949,0.163651463,0.16359225,0.163577994,0.163618116,0.163722129,0.163874226,0.164090124,0.164381,0.164730106,0.165152228,0.16567048,0.166260335,0.166930606,0.167722412,0.168593517,0.169546512,0.170636142,0.171800347,0.173036491,16,39.31774968
0.27260313,0.274121794,0.27566776,0.277497706,0.27937897,0.281496297,0.283676875,0.286023557,0.288424082,0.290907527,0.293406565,0.295904326,0.298347043,0.300715829,0.302929932,0.305015865,0.306834684,0.30849051,0.309772668,0.310859741,0.311521878,0.311957243,0.311954016,0.31170906,0.311049735,0.310153257,0.30889606,0.307421105,0.305683714,0.303763703,0.301679218,0.299469254,0.297185006,0.294847628,0.292509562,0.290196884,0.287941551,0.285774762,0.283712958,0.281781641,0.279984886,0.278341971,0.276845604,0.275507742,0.274314434,0.273267777,0.272352679,0.271560266,0.270878929,0.270289132,0.269785956,0.269343472,0.268959119,0.268603851,0.268278948,0.267960122,0.267647574,0.267323833,0.266987598,0.266628802,0.266245001,0.265832749,0.265389637,0.264916662,0.264414117,0.263883541,0.263331698,0.262757359,0.262172598,0.261577373,0.260983923,0.260395054,0.259822371,0.259269057,0.258748222,0.258259118,0.257820096,0.257422121,0.257086661,0.256797429,0.256580339,0.256409517,0.256316218,0.25626489,0.256292656,0.256359611,0.256497618,0.256677081,0.256919731,0.257211661,0.25756228,0.257980353,0.258456955,0.259034906,0.259673314,0.260466728,0.261319908,0.262401384,0.263534113,0.264981328,0.266459844,18,33.74501885
0.191349058,0.19266103,0.193969711,0.195275967,0.196551829,0.197808423,0.198996496,0.200125557,0.201176464,0.202106304,0.202936386,0.203598964,0.204118949,0.204464188,0.204607232,0.204576856,0.204322195,0.203869951,0.203220208,0.202373562,0.201350325,0.200164509,0.19883204,0.197381956,0.195844627,0.194234578,0.192592798,0.190932827,0.189291219,0.187678434,0.186123258,0.184650576,0.183247424,0.181952322,0.180745077,0.179644755,0.178652958,0.177749556,0.176945822,0.176221447,0.175573861,0.17499475,0.174472602,0.173994167,0.173557864,0.173147774,0.172763498,0.17239508,0.172037217,0.171690447,0.171343848,0.171008549,0.170671265,0.170338443,0.170012207,0.169686665,0.169370053,0.16906139,0.168759527,0.168473632,0.168199776,0.167940699,0.167703832,0.167484497,0.167292784,0.167124845,0.16699053,0.166891616,0.16682638,0.166808453,0.1668297,0.166904547,0.167033826,0.167213979,0.167455007,0.167752194,0.168113631,0.168533754,0.169012225,0.169544743,0.170134465,0.170772809,0.171453888,0.172176569,0.172929433,0.173713302,0.174519059,0.175340469,0.176180145,0.177028908,0.177889258,0.178761456,0.179646168,0.180548959,0.181476556,0.182425636,0.183426657,0.184459966,0.185552659,0.186714734,0.187913897,19,34.85971035
0.315457791,0.318118813,0.320768613,0.323341144,0.32582559,0.328112339,0.330164303,0.33196315,0.333325667,0.33444357,0.334933503,0.335184352,0.334767463,0.334066288,0.332813696,0.331230122,0.329271974,0.327010606,0.324542489,0.321888669,0.319169824,0.31642428,0.313724065,0.311137761,0.30869344,0.306430587,0.304386757,0.30253787,0.300915629,0.299465492,0.298209357,0.297077243,0.296063409,0.295119536,0.294218216,0.293325749,0.292429314,0.291498362,0.290540646,0.289538129,0.28850948,0.287456786,0.286396792,0.285351238,0.284335757,0.283365603,0.282467953,0.281632781,0.280904022,0.280238597,0.2796958,0.279212273,0.278836047,0.278504488,0.278245128,0.278015346,0.27782372,0.277640802,0.277470541,0.277286479,0.277102142,0.276881693,0.276654751,0.276387466,0.276107175,0.275790244,0.27545444,0.275090711,0.274705687,0.2743035,0.273886006,0.273460216,0.273039877,0.272625348,0.272242213,0.271897119,0.271609622,0.271417658,0.271301314,0.271361797,0.271507394,0.271927301,0.272471778,0.273297126,0.274325696,0.275613573,0.277166267,0.278927288,0.280987907,0.283192153,0.28567496,0.288254414,0.291021912,0.293852897,0.296760907,0.299685339,0.302606546,0.305472817,0.308302843,0.3109964,0.313660057,21,29.22560291
